UniProtKB-AC,PROSITE_PROFILE_Ndomains,PROSITE_PROFILE_domains,Gene3D_Ndomains,Gene3D_domains,PANTHER_Ndomains,PANTHER_domains,Pfam_Ndomains,Pfam_domains,SUPERFAMILY_Ndomains,SUPERFAMILY_domains,PROSITE_PATTERN_Ndomains,PROSITE_PATTERN_domains,SMART_Ndomains,SMART_domains,TIGRFAM_Ndomains,TIGRFAM_domains
P38328,,,1.0,{'1': '10-384'},1.0,{'1': '16-382'},2.0,"{'1': '57-89', '2': '153-180'}",1.0,{'1': '20-383'},,,5.0,"{'1': '8-46', '2': '52-90', '3': '96-135', '4': '145-181', '5': '204-242'}",,
P38329,,,,,1.0,{'1': '29-1118'},2.0,"{'1': '69-541', '2': '555-639'}",,,,,,,,
P38333,,,,,1.0,{'1': '4-477'},1.0,{'1': '156-467'},,,,,,,,
P38334,,,,,1.0,{'1': '1-173'},1.0,{'1': '7-171'},1.0,{'1': '3-173'},,,,,,
P38335,,,,,1.0,{'1': '311-694'},,,,,,,,,,
P38336,,,1.0,{'1': '153-267'},1.0,{'1': '45-273'},1.0,{'1': '172-263'},1.0,{'1': '172-275'},,,1.0,{'1': '167-268'},,
P38337,,,,,,,1.0,{'1': '11-127'},,,,,,,,
P38338,,,,,,,,,1.0,{'1': '434-678'},,,,,,
P38339,,,2.0,"{'1': '467-666', '2': '18-333'}",1.0,{'1': '124-665'},2.0,"{'1': '486-636', '2': '45-117'}",2.0,"{'1': '469-663', '2': '47-305'}",2.0,"{'1': '472-663', '2': '33-295'}",2.0,"{'1': '483-660', '2': '33-134'}",,
P38340,,,1.0,{'1': '2-228'},1.0,{'1': '8-228'},1.0,{'1': '6-228'},1.0,{'1': '6-227'},,,,,,
P38344,,,,,1.0,{'1': '6-391'},1.0,{'1': '163-263'},1.0,{'1': '162-252'},1.0,{'1': '9-31'},4.0,"{'1': '4-38', '2': '7-31', '3': '162-187', '4': '215-239'}",,
P38345,,,,,,,1.0,{'1': '102-138'},,,,,,,,
P38348,,,,,,,2.0,"{'1': '304-478', '2': '11-245'}",1.0,{'1': '99-373'},,,,,,
P38349,,,,,,,1.0,{'1': '213-291'},1.0,{'1': '165-293'},1.0,{'1': '212-290'},1.0,{'1': '209-292'},,
P38351,,,,,1.0,{'1': '2-414'},1.0,{'1': '6-414'},,,,,,,,
P38352,,,3.0,"{'1': '104-262', '2': '341-504', '3': '508-633'}",1.0,{'1': '17-502'},,,2.0,"{'1': '110-632', '2': '14-105'}",3.0,"{'1': '551-561', '2': '109-202', '3': '565-635'}",,,,
P38353,,,1.0,{'1': '7-485'},1.0,{'1': '18-467'},2.0,"{'1': '78-471', '2': '41-75'}",1.0,{'1': '8-470'},1.0,{'1': '78-97'},,,,
P38361,,,,,1.0,{'1': '1-565'},1.0,{'1': '24-554'},,,,,,,,
P38426,,,,,1.0,{'1': '304-1052'},2.0,"{'1': '288-764', '2': '785-1010'}",1.0,{'1': '804-933'},,,,,,
P38427,,,,,1.0,{'1': '367-975'},2.0,"{'1': '321-798', '2': '819-1054'}",1.0,{'1': '838-951'},,,,,,
P38428,,,,,,,2.0,"{'1': '67-105', '2': '151-202'}",,,1.0,{'1': '65-107'},1.0,{'1': '65-106'},,
P38429,,,1.0,{'1': '136-200'},1.0,{'1': '15-196'},1.0,{'1': '154-189'},,,,,,,,
P38431,,,,,1.0,{'1': '3-390'},2.0,"{'1': '8-126', '2': '321-402'}",3.0,"{'1': '263-396', '2': '3-99', '3': '96-131'}",1.0,{'1': '241-402'},2.0,"{'1': '13-127', '2': '308-398'}",,
P38439,,,,,1.0,{'1': '4-462'},1.0,{'1': '170-335'},,,,,,,,
P38523,4.0,"{'1': '89-105', '2': '117-132', '3': '176-191', '4': '203-222'}",2.0,"{'1': '168-224', '2': '46-165'}",1.0,{'1': '47-227'},1.0,{'1': '57-224'},2.0,"{'1': '169-226', '2': '66-168'}",1.0,{'1': '179-222'},,,,
P38555,,,1.0,{'1': '11-207'},1.0,{'1': '9-193'},1.0,{'1': '15-175'},1.0,{'1': '9-183'},1.0,{'1': '1-223'},1.0,{'1': '16-177'},1.0,{'1': '14-169'}
P38590,,,1.0,{'1': '228-376'},,,1.0,{'1': '242-370'},1.0,{'1': '230-377'},3.0,"{'1': '296-350', '2': '317-327', '3': '233-375'}",1.0,{'1': '233-372'},,
P38604,,,,,1.0,{'1': '72-725'},2.0,"{'1': '389-723', '2': '93-336'}",2.0,"{'1': '101-380', '2': '375-724'}",1.0,{'1': '580-594'},,,1.0,{'1': '78-723'}
P38615,,,,,1.0,{'1': '31-358'},1.0,{'1': '42-322'},1.0,{'1': '38-329'},3.0,"{'1': '39-322', '2': '160-172', '3': '45-69'}",1.0,{'1': '39-322'},,
P38616,,,,,,,,,1.0,{'1': '72-346'},1.0,{'1': '50-354'},1.0,{'1': '53-349'},,
P38620,,,2.0,"{'1': '10-306', '2': '151-290'}",1.0,{'1': '5-315'},2.0,"{'1': '207-313', '2': '6-124'}",1.0,{'1': '73-306'},1.0,{'1': '132-147'},,,1.0,{'1': '7-314'}
P38623,,,,,,,1.0,{'1': '163-478'},1.0,{'1': '162-486'},3.0,"{'1': '163-478', '2': '309-321', '3': '169-201'}",1.0,{'1': '163-478'},,
P38624,4.0,"{'1': '27-42', '2': '147-158', '3': '158-169', '4': '183-194'}",1.0,{'1': '11-215'},1.0,{'1': '17-205'},1.0,{'1': '16-196'},1.0,{'1': '14-205'},2.0,"{'1': '23-70', '2': '19-197'}",,,,
P38625,,,2.0,"{'1': '204-410', '2': '7-200'}",,,3.0,"{'1': '433-524', '2': '15-195', '3': '224-290'}",1.0,{'1': '8-233'},1.0,{'1': '203-400'},,,2.0,"{'1': '207-525', '2': '14-199'}"
P38626,5.0,"{'1': '90-97', '2': '150-169', '3': '176-185', '4': '188-199', '5': '246-254'}",1.0,{'1': '132-273'},1.0,{'1': '30-284'},2.0,"{'1': '151-260', '2': '43-141'}",2.0,"{'1': '38-143', '2': '128-271'}",1.0,{'1': '38-142'},,,,
P38628,,,,,,,4.0,"{'1': '477-551', '2': '59-87', '3': '319-458', '4': '188-305'}",4.0,"{'1': '22-114', '2': '83-181', '3': '197-307', '4': '464-555'}",1.0,{'1': '61-70'},,,,
P38629,,,1.0,{'1': '1-169'},1.0,{'1': '13-320'},2.0,"{'1': '49-168', '2': '239-325'}",2.0,"{'1': '239-330', '2': '12-235'}",,,1.0,{'1': '45-172'},,
P38630,,,2.0,"{'1': '295-477', '2': '125-231'}",,,3.0,"{'1': '154-230', '2': '350-456', '3': '621-776'}",3.0,"{'1': '549-692', '2': '296-545', '3': '152-230'}",1.0,{'1': '153-230'},2.0,"{'1': '155-233', '2': '345-479'}",,
P38631,,,,,,,3.0,"{'1': '808-1630', '2': '301-408', '3': '439-610'}",,,,,1.0,{'1': '299-411'},,
P38632,,,1.0,{'1': '184-237'},1.0,{'1': '33-257'},2.0,"{'1': '171-227', '2': '62-163'}",,,1.0,{'1': '169-256'},,,,
P38633,,,1.0,{'1': '14-107'},1.0,{'1': '2-98'},1.0,{'1': '21-86'},,,,,,,,
P38637,,,1.0,{'1': '62-279'},1.0,{'1': '36-292'},1.0,{'1': '36-273'},,,,,,,,
P38682,3.0,"{'1': '28-47', '2': '47-64', '3': '68-89'}",1.0,{'1': '2-153'},,,1.0,{'1': '17-128'},1.0,{'1': '15-134'},1.0,{'1': '16-125'},1.0,{'1': '16-137'},,
P38687,,,1.0,{'1': '7-219'},1.0,{'1': '6-597'},1.0,{'1': '23-551'},,,,,,,,
P38688,,,1.0,{'1': '5-166'},1.0,{'1': '1-639'},1.0,{'1': '537-595'},1.0,{'1': '113-265'},,,,,,
P38689,,,2.0,"{'1': '13-307', '2': '150-292'}",1.0,{'1': '5-317'},2.0,"{'1': '205-316', '2': '6-123'}",1.0,{'1': '72-308'},1.0,{'1': '131-146'},,,1.0,{'1': '8-316'}
P38691,,,,,1.0,{'1': '16-606'},1.0,{'1': '126-335'},1.0,{'1': '5-335'},2.0,"{'1': '18-351', '2': '203-215'}",1.0,{'1': '18-351'},,
P38692,,,,,1.0,{'1': '19-717'},1.0,{'1': '24-276'},1.0,{'1': '23-277'},3.0,"{'1': '23-276', '2': '140-152', '3': '29-52'}",1.0,{'1': '23-276'},,
P38694,,,2.0,"{'1': '110-585', '2': '357-556'}",,,1.0,{'1': '104-587'},1.0,{'1': '107-593'},2.0,"{'1': '382-393', '2': '353-360'}",,,,
P38695,5.0,"{'1': '97-107', '2': '192-211', '3': '356-366', '4': '451-472', '5': '474-486'}",1.0,{'1': '61-553'},1.0,{'1': '83-562'},1.0,{'1': '89-549'},1.0,{'1': '90-547'},3.0,"{'1': '398-414', '2': '197-222', '3': '89-538'}",,,1.0,{'1': '75-545'}
P38696,5.0,"{'1': '56-67', '2': '68-90', '3': '123-136', '4': '148-167', '5': '246-262'}",,,1.0,{'1': '14-377'},1.0,{'1': '12-377'},2.0,"{'1': '12-161', '2': '154-374'}",1.0,{'1': '112-124'},1.0,{'1': '12-384'},,
P38697,,,1.0,{'1': '22-522'},1.0,{'1': '19-521'},3.0,"{'1': '123-170', '2': '180-233', '3': '36-512'}",1.0,{'1': '123-232'},3.0,"{'1': '121-183', '2': '184-240', '3': '325-337'}",2.0,"{'1': '124-175', '2': '187-235'}",1.0,{'1': '36-488'}
P38698,,,1.0,{'1': '253-397'},,,2.0,"{'1': '32-199', '2': '245-391'}",1.0,{'1': '30-391'},,,1.0,{'1': '244-392'},,
P38699,,,1.0,{'1': '15-71'},1.0,{'1': '10-735'},2.0,"{'1': '20-57', '2': '304-543'}",1.0,{'1': '14-60'},2.0,"{'1': '21-49', '2': '21-51'}",2.0,"{'1': '16-60', '2': '415-491'}",,
P38700,,,,,1.0,{'1': '1-602'},1.0,{'1': '258-603'},2.0,"{'1': '1-139', '2': '258-601'}",3.0,"{'1': '258-278', '2': '367-381', '3': '269-604'}",,,,
P38701,3.0,"{'1': '21-34', '2': '56-71', '3': '78-92'}",1.0,{'1': '4-120'},1.0,{'1': '13-120'},1.0,{'1': '23-116'},1.0,{'1': '21-117'},1.0,{'1': '45-60'},1.0,{'1': '23-117'},1.0,{'1': '21-117'}
P38703,,,,,1.0,{'1': '82-404'},1.0,{'1': '173-377'},,,1.0,{'1': '168-384'},1.0,{'1': '171-384'},,
P38704,,,,,1.0,{'1': '183-483'},1.0,{'1': '204-226'},1.0,{'1': '202-238'},2.0,"{'1': '206-226', '2': '204-231'}",2.0,"{'1': '204-226', '2': '245-267'}",,
P38705,5.0,"{'1': '286-298', '2': '298-311', '3': '338-351', '4': '355-371', '5': '373-389'}",1.0,{'1': '99-446'},1.0,{'1': '23-443'},1.0,{'1': '243-422'},2.0,"{'1': '38-134', '2': '148-441'}",1.0,{'1': '156-433'},,,1.0,{'1': '4-440'}
P38707,4.0,"{'1': '301-313', '2': '317-330', '3': '469-485', '4': '509-523'}",2.0,"{'1': '101-217', '2': '225-554'}",,,3.0,"{'1': '232-547', '2': '132-211', '3': '20-114'}",2.0,"{'1': '121-214', '2': '231-548'}",1.0,{'1': '251-546'},,,1.0,{'1': '115-553'}
P38708,4.0,"{'1': '246-264', '2': '287-298', '3': '317-325', '4': '327-338'}",4.0,"{'1': '597-688', '2': '469-593', '3': '2-149', '4': '187-468'}",1.0,{'1': '120-688'},3.0,"{'1': '281-456', '2': '475-575', '3': '602-688'}",3.0,"{'1': '597-688', '2': '21-145', '3': '194-461'}",1.0,{'1': '225-468'},1.0,{'1': '602-688'},1.0,{'1': '189-688'}
P38711,,,1.0,{'1': '1-82'},1.0,{'1': '3-82'},1.0,{'1': '28-82'},1.0,{'1': '28-82'},1.0,{'1': '36-68'},,,,
P38713,,,1.0,{'1': '237-315'},1.0,{'1': '223-983'},2.0,"{'1': '642-985', '2': '226-311'}",2.0,"{'1': '7-189', '2': '638-996'}",2.0,"{'1': '221-315', '2': '741-751'}",1.0,{'1': '222-317'},,
P38715,5.0,"{'1': '35-59', '2': '95-113', '3': '155-172', '4': '189-218', '5': '241-265'}",1.0,{'1': '1-323'},1.0,{'1': '4-307'},1.0,{'1': '22-307'},1.0,{'1': '1-318'},3.0,"{'1': '155-172', '2': '274-289', '3': '39-56'}",,,,
P38716,,,2.0,"{'1': '3-248', '2': '249-377'}",1.0,{'1': '3-374'},1.0,{'1': '6-372'},1.0,{'1': '55-373'},1.0,{'1': '190-204'},,,,
P38717,,,2.0,"{'1': '300-430', '2': '15-268'}",,,3.0,"{'1': '311-421', '2': '19-215', '3': '776-943'}",1.0,{'1': '18-335'},2.0,"{'1': '309-423', '2': '771-976'}",1.0,{'1': '310-425'},,
P38719,,,2.0,"{'1': '1-206', '2': '230-430'}",1.0,{'1': '3-421'},2.0,"{'1': '239-349', '2': '26-197'}",1.0,{'1': '71-370'},3.0,"{'1': '242-389', '2': '33-209', '3': '2-30'}",2.0,"{'1': '268-349', '2': '21-230'}",,
P38720,6.0,"{'1': '3-26', '2': '66-95', '3': '119-144', '4': '167-195', '5': '248-275', '6': '357-379'}",1.0,{'1': '180-435'},1.0,{'1': '3-488'},2.0,"{'1': '178-475', '2': '5-171'}",2.0,"{'1': '176-479', '2': '3-175'}",1.0,{'1': '252-264'},1.0,{'1': '178-476'},1.0,{'1': '4-476'}
P38724,,,2.0,"{'1': '66-264', '2': '347-539'}",,,1.0,{'1': '77-500'},1.0,{'1': '73-510'},1.0,{'1': '72-582'},,,,
P38734,,,,,1.0,{'1': '61-513'},1.0,{'1': '65-500'},,,,,,,,
P38736,,,,,1.0,{'1': '2-223'},,,,,,,,,,
P38737,,,3.0,"{'1': '19-143', '2': '922-1330', '3': '1334-1855'}",,,2.0,"{'1': '14-538', '2': '1313-1474'}",2.0,"{'1': '24-761', '2': '937-1852'}",,,,,,
P38738,,,,,,,,,1.0,{'1': '375-591'},,,1.0,{'1': '47-464'},,
P38742,,,,,1.0,{'1': '1-1146'},2.0,"{'1': '399-966', '2': '1080-1141'}",,,,,,,,
P38744,,,1.0,{'1': '5-118'},1.0,{'1': '23-113'},1.0,{'1': '13-113'},1.0,{'1': '12-117'},,,,,,
P38745,,,,,1.0,{'1': '10-484'},2.0,"{'1': '190-443', '2': '31-179'}",,,,,,,,
P38746,4.0,"{'1': '19-39', '2': '41-59', '3': '85-100', '4': '102-120'}",3.0,"{'1': '63-397', '2': '128-223', '3': '19-312'}",,,2.0,"{'1': '20-131', '2': '313-398'}",2.0,"{'1': '313-397', '2': '20-335'}",2.0,"{'1': '312-398', '2': '17-283'}",,,1.0,{'1': '16-399'}
P38747,,,,,1.0,{'1': '64-305'},1.0,{'1': '173-301'},1.0,{'1': '148-306'},1.0,{'1': '167-307'},,,,
P38753,4.0,"{'1': '220-230', '2': '234-249', '3': '251-260', '4': '262-274'}",1.0,{'1': '2-163'},1.0,{'1': '12-435'},2.0,"{'1': '223-267', '2': '3-140'}",2.0,"{'1': '11-147', '2': '196-280'}",3.0,"{'1': '217-276', '2': '15-145', '3': '162-181'}",3.0,"{'1': '220-275', '2': '8-141', '3': '162-181'}",,
P38754,,,1.0,{'1': '13-96'},1.0,{'1': '12-137'},2.0,"{'1': '54-128', '2': '17-47'}",1.0,{'1': '12-104'},,,,,,
P38755,,,,,1.0,{'1': '37-381'},1.0,{'1': '54-334'},1.0,{'1': '44-430'},1.0,{'1': '153-164'},,,,
P38756,,,,,1.0,{'1': '21-425'},1.0,{'1': '58-333'},1.0,{'1': '54-329'},,,,,,
P38758,,,2.0,"{'1': '11-128', '2': '448-521'}",,,2.0,"{'1': '24-130', '2': '247-496'}",,,,,,,,
P38759,,,2.0,"{'1': '1-188', '2': '236-282'}",1.0,{'1': '1-281'},1.0,{'1': '1-161'},1.0,{'1': '1-280'},,,,,1.0,{'1': '1-177'}
P38760,,,4.0,"{'1': '56-185', '2': '191-278', '3': '308-386', '4': '387-490'}",1.0,{'1': '35-267'},3.0,"{'1': '113-182', '2': '210-267', '3': '315-382'}",2.0,"{'1': '111-277', '2': '312-482'}",3.0,"{'1': '111-189', '2': '199-267', '3': '313-389'}",4.0,"{'1': '112-185', '2': '200-270', '3': '314-385', '4': '403-476'}",,
P38764,,,1.0,{'1': '363-894'},,,4.0,"{'1': '488-520', '2': '811-841', '3': '49-363', '4': '936-989'}",1.0,{'1': '42-859'},,,,,,
P38766,,,1.0,{'1': '204-429'},1.0,{'1': '148-721'},1.0,{'1': '232-419'},2.0,"{'1': '228-414', '2': '363-719'}",,,1.0,{'1': '246-394'},,
P38768,,,,,1.0,{'1': '11-310'},2.0,"{'1': '11-169', '2': '266-344'}",,,,,,,,
P38770,,,,,1.0,{'1': '41-463'},1.0,{'1': '296-427'},,,,,1.0,{'1': '294-429'},,
P38771,,,1.0,{'1': '55-228'},1.0,{'1': '34-228'},1.0,{'1': '67-228'},1.0,{'1': '48-229'},,,,,,
P38779,,,,,,,1.0,{'1': '72-287'},1.0,{'1': '118-292'},,,,,,
P38781,,,1.0,{'1': '7-47'},1.0,{'1': '5-848'},1.0,{'1': '14-47'},1.0,{'1': '5-47'},2.0,"{'1': '14-43', '2': '14-45'}",1.0,{'1': '9-54'},,
P38782,,,1.0,{'1': '2-188'},1.0,{'1': '1-215'},1.0,{'1': '9-194'},,,,,,,,
P38783,,,,,1.0,{'1': '1-129'},1.0,{'1': '30-96'},,,,,1.0,{'1': '41-97'},,
P38784,,,,,1.0,{'1': '3-180'},1.0,{'1': '14-156'},,,,,,,,
P38785,,,,,,,,,,,1.0,{'1': '126-139'},1.0,{'1': '126-163'},,
P38786,,,,,1.0,{'1': '1-248'},1.0,{'1': '3-227'},1.0,{'1': '29-228'},,,,,,
P38787,,,1.0,{'1': '220-370'},1.0,{'1': '1-367'},2.0,"{'1': '9-172', '2': '221-360'}",2.0,"{'1': '218-352', '2': '8-162'}",,,,,1.0,{'1': '8-370'}
P38788,,,1.0,{'1': '396-537'},1.0,{'1': '3-464'},1.0,{'1': '5-457'},3.0,"{'1': '403-534', '2': '3-182', '3': '189-384'}",,,,,,
P38789,,,,,1.0,{'1': '3-434'},1.0,{'1': '37-341'},,,1.0,{'1': '26-348'},1.0,{'1': '26-342'},,
P38790,5.0,"{'1': '1-26', '2': '31-50', '3': '95-113', '4': '123-141', '5': '265-280'}",,,1.0,{'1': '4-279'},,,1.0,{'1': '169-267'},,,,,,
P38791,,,1.0,{'1': '27-386'},1.0,{'1': '4-380'},1.0,{'1': '47-375'},1.0,{'1': '9-379'},,,,,1.0,{'1': '53-376'}
P38792,,,1.0,{'1': '104-195'},1.0,{'1': '47-327'},3.0,"{'1': '197-238', '2': '54-91', '3': '103-175'}",2.0,"{'1': '102-194', '2': '196-355'}",,,,,,
P38795,,,2.0,"{'1': '332-703', '2': '1-313'}",1.0,{'1': '4-703'},2.0,"{'1': '7-282', '2': '343-605'}",1.0,{'1': '5-285'},1.0,{'1': '5-275'},,,1.0,{'1': '479-614'}
P38797,,,1.0,{'1': '72-343'},1.0,{'1': '56-341'},1.0,{'1': '103-342'},1.0,{'1': '86-342'},1.0,{'1': '76-342'},2.0,"{'1': '71-342', '2': '68-340'}",,
P38798,,,,,1.0,{'1': '362-1086'},4.0,"{'1': '35-241', '2': '375-557', '3': '580-797', '4': '961-1085'}",2.0,"{'1': '376-561', '2': '574-784'}",,,3.0,"{'1': '34-245', '2': '373-561', '3': '578-818'}",,
P38801,,,,,1.0,{'1': '1-178'},1.0,{'1': '12-89'},,,,,,,,
P38803,,,1.0,{'1': '6-124'},,,1.0,{'1': '126-218'},1.0,{'1': '60-179'},,,,,,
P38804,,,1.0,{'1': '1-111'},,,1.0,{'1': '4-96'},1.0,{'1': '1-109'},,,,,,
P38805,,,,,1.0,{'1': '8-295'},1.0,{'1': '108-269'},,,1.0,{'1': '93-276'},1.0,{'1': '96-270'},,
P38806,,,1.0,{'1': '222-271'},1.0,{'1': '2-273'},2.0,"{'1': '225-268', '2': '6-110'}",1.0,{'1': '210-272'},2.0,"{'1': '225-268', '2': '222-271'}",2.0,"{'1': '224-269', '2': '6-111'}",,
P38809,,,,,1.0,{'1': '2-365'},1.0,{'1': '131-272'},,,,,,,,
P38810,,,2.0,"{'1': '738-881', '2': '296-534'}",1.0,{'1': '39-901'},5.0,"{'1': '217-253', '2': '296-532', '3': '632-733', '4': '771-836', '5': '537-620'}",4.0,"{'1': '207-286', '2': '636-737', '3': '738-902', '4': '295-524'}",,,,,,
P38811,,,1.0,{'1': '3506-3706'},1.0,{'1': '71-3743'},4.0,"{'1': '3403-3675', '2': '2757-3106', '3': '947-2612', '4': '290-935'}",4.0,"{'1': '3307-3703', '2': '10-1045', '3': '744-1917', '4': '1867-2292'}",3.0,"{'1': '3374-3732', '2': '3712-3744', '3': '2622-3177'}",1.0,{'1': '3404-3727'},,
P38814,,,,,,,3.0,"{'1': '534-852', '2': '57-373', '3': '406-529'}",,,,,,,,
P38816,,,2.0,"{'1': '29-333', '2': '149-274'}",1.0,{'1': '27-341'},1.0,{'1': '28-327'},1.0,{'1': '24-338'},1.0,{'1': '165-187'},,,1.0,{'1': '28-338'}
P38817,,,2.0,"{'1': '21-178', '2': '239-333'}",1.0,{'1': '10-584'},3.0,"{'1': '23-165', '2': '248-322', '3': '473-583'}",2.0,"{'1': '24-169', '2': '467-580'}",3.0,"{'1': '33-169', '2': '196-321', '3': '466-581'}",2.0,"{'1': '25-165', '2': '465-583'}",,
P38819,,,,,1.0,{'1': '10-208'},1.0,{'1': '21-206'},,,1.0,{'1': '31-124'},1.0,{'1': '21-207'},,
P38820,,,1.0,{'1': '323-440'},1.0,{'1': '36-379'},2.0,"{'1': '47-287', '2': '340-430'}",1.0,{'1': '37-406'},1.0,{'1': '339-438'},1.0,{'1': '329-435'},,
P38821,6.0,"{'1': '91-107', '2': '124-144', '3': '161-178', '4': '305-323', '5': '356-372', '6': '445-460'}",1.0,{'1': '102-256'},1.0,{'1': '12-489'},1.0,{'1': '25-478'},,,,,,,,
P38822,,,1.0,{'1': '6-280'},,,3.0,"{'1': '15-105', '2': '499-547', '3': '584-631'}",3.0,"{'1': '5-293', '2': '499-555', '3': '567-633'}",3.0,"{'1': '493-555', '2': '577-633', '3': '5-271'}",3.0,"{'1': '5-110', '2': '496-554', '3': '580-633'}",,
P38823,,,1.0,{'1': '306-379'},,,2.0,"{'1': '212-273', '2': '326-354'}",1.0,{'1': '186-298'},2.0,"{'1': '189-252', '2': '327-371'}",1.0,{'1': '188-252'},,
P38825,,,2.0,"{'1': '113-224', '2': '235-629'}",,,4.0,"{'1': '129-159', '2': '414-445', '3': '164-194', '4': '379-410'}",3.0,"{'1': '125-219', '2': '344-509', '3': '477-588'}",4.0,"{'1': '127-160', '2': '161-194', '3': '378-411', '4': '412-445'}",8.0,"{'1': '127-160', '2': '161-194', '3': '195-227', '4': '378-411', '5': '412-445', '6': '446-479', '7': '480-513', '8': '564-597'}",,
P38826,,,,,,,1.0,{'1': '22-106'},,,,,,,,
P38827,,,2.0,"{'1': '246-339', '2': '840-1080'}",1.0,{'1': '834-1080'},4.0,"{'1': '950-1055', '2': '422-485', '3': '762-932', '4': '248-357'}",1.0,{'1': '933-1077'},3.0,"{'1': '938-1055', '2': '1064-1080', '3': '1-1080'}",3.0,"{'1': '938-1061', '2': '1064-1080', '3': '752-928'}",,
P38828,,,,,1.0,{'1': '5-181'},2.0,"{'1': '83-170', '2': '6-61'}",,,2.0,"{'1': '82-179', '2': '1-68'}",1.0,{'1': '80-170'},,
P38829,,,1.0,{'1': '99-195'},1.0,{'1': '85-230'},1.0,{'1': '107-181'},1.0,{'1': '104-209'},,,,,,
P38833,,,,,,,,,1.0,{'1': '152-237'},,,,,,
P38835,,,1.0,{'1': '133-301'},,,,,,,,,,,,
P38836,4.0,"{'1': '147-159', '2': '173-187', '3': '253-261', '4': '307-320'}",,,,,1.0,{'1': '127-416'},,,3.0,"{'1': '120-425', '2': '173-195', '3': '310-320'}",1.0,{'1': '121-413'},,
P38837,,,,,1.0,{'1': '20-290'},1.0,{'1': '104-261'},,,,,,,,
P38840,,,1.0,{'1': '11-512'},1.0,{'1': '14-510'},1.0,{'1': '100-496'},1.0,{'1': '20-507'},,,,,,
P38841,,,1.0,{'1': '22-107'},1.0,{'1': '11-108'},,,,,,,,,,
P38842,,,,,1.0,{'1': '5-235'},1.0,{'1': '13-221'},,,,,,,,
P38843,,,,,1.0,{'1': '1-313'},1.0,{'1': '3-302'},,,,,,,,
P38845,,,1.0,{'1': '2-94'},1.0,{'1': '6-437'},1.0,{'1': '9-91'},1.0,{'1': '8-91'},,,,,,
P38848,,,,,1.0,{'1': '11-577'},1.0,{'1': '203-568'},,,,,,,,
P38850,,,4.0,"{'1': '115-220', '2': '376-468', '3': '816-946', '4': '947-1070'}",1.0,{'1': '5-1069'},4.0,"{'1': '119-211', '2': '380-434', '3': '827-917', '4': '948-1060'}",2.0,"{'1': '75-173', '2': '338-463'}",2.0,"{'1': '117-210', '2': '370-466'}",4.0,"{'1': '4-106', '2': '119-216', '3': '263-355', '4': '372-456'}",,
P38851,,,2.0,"{'1': '300-429', '2': '10-270'}",,,1.0,{'1': '312-420'},1.0,{'1': '13-335'},2.0,"{'1': '308-421', '2': '773-978'}",1.0,{'1': '309-423'},,
P38852,,,1.0,{'1': '275-340'},1.0,{'1': '14-338'},1.0,{'1': '285-333'},1.0,{'1': '275-327'},1.0,{'1': '282-340'},1.0,{'1': '283-340'},,
P38853,,,2.0,"{'1': '101-337', '2': '338-450'}",,,,,1.0,{'1': '176-431'},,,,,,
P38854,,,,,,,1.0,{'1': '2-396'},,,,,,,,
P38856,,,2.0,"{'1': '2-127', '2': '138-280'}",1.0,{'1': '7-577'},1.0,{'1': '4-269'},1.0,{'1': '1-124'},1.0,{'1': '1-126'},1.0,{'1': '2-126'},,
P38858,,,,,1.0,{'1': '4-245'},1.0,{'1': '9-226'},1.0,{'1': '6-246'},,,,,1.0,{'1': '6-243'}
P38859,,,4.0,"{'1': '504-779', '2': '997-1145', '3': '1146-1251', '4': '1252-1477'}",1.0,{'1': '312-1465'},4.0,"{'1': '446-662', '2': '1052-1139', '3': '1155-1221', '4': '1229-1442'}",1.0,{'1': '1050-1452'},,,,,,
P38861,,,,,1.0,{'1': '9-502'},3.0,"{'1': '19-248', '2': '315-400', '3': '251-299'}",,,,,,,,
P38863,,,1.0,{'1': '415-792'},1.0,{'1': '39-791'},2.0,"{'1': '490-788', '2': '60-410'}",,,,,,,,
P38869,,,,,1.0,{'1': '2-208'},1.0,{'1': '1-206'},,,,,,,,
P38873,,,3.0,"{'1': '702-876', '2': '1176-1306', '3': '1307-1555'}",1.0,{'1': '16-1549'},2.0,"{'1': '783-811', '2': '80-232'}",2.0,"{'1': '541-994', '2': '1201-1548'}",1.0,{'1': '1418-1440'},6.0,"{'1': '1237-1284', '2': '1329-1381', '3': '1387-1431', '4': '1442-1482', '5': '1509-1548', '6': '79-233'}",,
P38874,,,1.0,{'1': '1-232'},1.0,{'1': '1-307'},1.0,{'1': '11-292'},,,,,,,,
P38875,,,,,1.0,{'1': '12-606'},1.0,{'1': '35-591'},,,,,,,,
P38876,,,1.0,{'1': '2-190'},1.0,{'1': '7-176'},1.0,{'1': '9-185'},1.0,{'1': '6-184'},2.0,"{'1': '19-32', '2': '116-126'}",,,1.0,{'1': '9-186'}
P38877,,,,,,,1.0,{'1': '24-132'},,,,,,,,
P38878,,,,,1.0,{'1': '8-163'},1.0,{'1': '195-250'},,,,,,,,
P38879,,,1.0,{'1': '24-75'},1.0,{'1': '13-172'},2.0,"{'1': '17-71', '2': '135-172'}",1.0,{'1': '136-173'},1.0,{'1': '14-78'},1.0,{'1': '17-72'},,
P38882,,,1.0,{'1': '7-383'},,,,,,,,,,,,
P38883,,,,,,,1.0,{'1': '9-200'},,,,,,,,
