UniProtKB-AC,SUPERFAMILY_Ndomains,SUPERFAMILY_domains,Gene3D_Ndomains,Gene3D_domains,PANTHER_Ndomains,PANTHER_domains,Pfam_Ndomains,Pfam_domains,PROSITE_PROFILE_Ndomains,PROSITE_PROFILE_domains,PROSITE_PATTERN_Ndomains,PROSITE_PATTERN_domains,SMART_Ndomains,SMART_domains,TIGRFAM_Ndomains,TIGRFAM_domains
Q9C744,1.0,{'1': '31-662'},1.0,{'1': '4-600'},1.0,{'1': '5-852'},1.0,{'1': '32-538'},,,,,,,,
Q9C758,,,,,1.0,{'1': '27-288'},1.0,{'1': '49-133'},,,2.0,"{'1': '50-108', '2': '144-162'}",,,,
Q9C773,2.0,"{'1': '31-86', '2': '123-176'}",,,,,2.0,"{'1': '31-77', '2': '127-172'}",,,4.0,"{'1': '31-79', '2': '121-173', '3': '129-177', '4': '121-177'}",2.0,"{'1': '29-81', '2': '125-175'}",1.0,{'1': '124-176'}
Q9C7E7,,,,,1.0,{'1': '99-786'},2.0,"{'1': '655-780', '2': '404-631'}",,,,,,,,
Q9C7F5,1.0,{'1': '6-124'},,,1.0,{'1': '3-125'},1.0,{'1': '9-123'},,,1.0,{'1': '9-123'},,,,
Q9C7G4,,,,,1.0,{'1': '42-351'},1.0,{'1': '63-159'},,,1.0,{'1': '63-117'},,,,
Q9C7S6,1.0,{'1': '24-204'},,,1.0,{'1': '10-167'},1.0,{'1': '27-165'},,,,,1.0,{'1': '26-202'},,
Q9C7V7,,,,,,,1.0,{'1': '14-78'},,,1.0,{'1': '10-84'},,,,
Q9C7Y2,,,1.0,{'1': '91-174'},1.0,{'1': '6-227'},1.0,{'1': '93-183'},,,,,,,,
Q9C829,,,1.0,{'1': '282-426'},1.0,{'1': '37-424'},2.0,"{'1': '298-412', '2': '12-77'}",,,1.0,{'1': '291-410'},1.0,{'1': '289-411'},,
Q9C865,2.0,"{'1': '43-254', '2': '369-427'}",1.0,{'1': '42-258'},1.0,{'1': '178-423'},1.0,{'1': '373-421'},,,1.0,{'1': '366-425'},1.0,{'1': '369-424'},,
Q9C8D8,,,1.0,{'1': '116-192'},1.0,{'1': '1-226'},1.0,{'1': '2-226'},,,,,,,,
Q9C8G3,,,,,,,1.0,{'1': '395-498'},,,,,,,,
Q9C8G5,,,,,1.0,{'1': '4-678'},3.0,"{'1': '362-634', '2': '191-351', '3': '5-169'}",,,,,,,,
Q9C8G9,4.0,"{'1': '608-837', '2': '1227-1463', '3': '286-598', '4': '914-1217'}",4.0,"{'1': '604-863', '2': '1220-1473', '3': '274-599', '4': '879-1218'}",1.0,{'1': '229-1473'},4.0,"{'1': '632-767', '2': '1254-1402', '3': '306-570', '4': '917-1168'}",,,6.0,"{'1': '614-838', '2': '1237-1471', '3': '303-582', '4': '919-1200', '5': '740-754', '6': '1374-1388'}",2.0,"{'1': '641-824', '2': '1263-1456'}",,
Q9C8I6,1.0,{'1': '566-854'},1.0,{'1': '365-491'},,,3.0,"{'1': '589-851', '2': '412-468', '3': '32-353'}",,,3.0,"{'1': '586-858', '2': '706-718', '3': '592-613'}",1.0,{'1': '586-858'},,
Q9C8J8,1.0,{'1': '12-248'},1.0,{'1': '3-248'},1.0,{'1': '7-645'},3.0,"{'1': '31-182', '2': '356-566', '3': '211-270'}",,,2.0,"{'1': '10-254', '2': '154-168'}",1.0,{'1': '40-231'},,
Q9C8K2,1.0,{'1': '24-254'},1.0,{'1': '37-261'},1.0,{'1': '21-653'},3.0,"{'1': '45-196', '2': '362-571', '3': '226-280'}",,,2.0,"{'1': '24-269', '2': '168-182'}",1.0,{'1': '54-246'},,
Q9C8K8,,,2.0,"{'1': '141-296', '2': '308-391'}",,,1.0,{'1': '151-295'},,,,,,,,
Q9C8P0,2.0,"{'1': '38-128', '2': '176-222'}",2.0,"{'1': '241-464', '2': '178-225'}",1.0,{'1': '29-464'},3.0,"{'1': '41-112', '2': '246-463', '3': '183-218'}",,,3.0,"{'1': '39-114', '2': '64-93', '3': '184-221'}",,,,
Q9C8P8,1.0,{'1': '190-253'},1.0,{'1': '188-258'},1.0,{'1': '88-251'},1.0,{'1': '193-238'},,,1.0,{'1': '187-237'},1.0,{'1': '193-243'},,
Q9C8Y3,,,1.0,{'1': '30-91'},1.0,{'1': '127-501'},2.0,"{'1': '152-506', '2': '32-94'}",,,1.0,{'1': '143-506'},,,,
Q9C8Z9,1.0,{'1': '145-213'},1.0,{'1': '138-214'},1.0,{'1': '50-211'},1.0,{'1': '51-115'},,,1.0,{'1': '148-197'},,,,
Q9C901,,,,,1.0,{'1': '7-111'},1.0,{'1': '70-110'},,,,,,,,
Q9C942,1.0,{'1': '21-326'},1.0,{'1': '32-331'},1.0,{'1': '41-323'},1.0,{'1': '62-305'},,,,,,,,
Q9C944,1.0,{'1': '4-111'},1.0,{'1': '14-134'},1.0,{'1': '20-130'},2.0,"{'1': '16-102', '2': '104-133'}",5.0,"{'1': '25-47', '2': '55-70', '3': '70-83', '4': '84-98', '5': '111-129'}",1.0,{'1': '33-39'},1.0,{'1': '14-134'},,
Q9C952,1.0,{'1': '20-465'},1.0,{'1': '27-434'},1.0,{'1': '23-686'},4.0,"{'1': '41-204', '2': '392-445', '3': '487-687', '4': '256-377'}",,,,,3.0,"{'1': '34-244', '2': '484-688', '3': '256-377'}",,
Q9C958,1.0,{'1': '2-293'},,,,,1.0,{'1': '4-260'},,,3.0,"{'1': '4-260', '2': '119-131', '3': '10-33'}",1.0,{'1': '4-260'},,
Q9C977,,,3.0,"{'1': '142-276', '2': '277-397', '3': '401-589'}",,,5.0,"{'1': '407-429', '2': '436-466', '3': '472-495', '4': '512-536', '5': '251-309'}",,,2.0,"{'1': '228-262', '2': '434-468'}",,,3.0,"{'1': '230-262', '2': '437-467', '3': '472-499'}"
Q9C9A5,1.0,{'1': '17-90'},,,1.0,{'1': '19-117'},1.0,{'1': '37-80'},,,2.0,"{'1': '30-80', '2': '30-84'}",1.0,{'1': '34-82'},,
Q9C9A6,1.0,{'1': '340-618'},3.0,"{'1': '321-520', '2': '521-624', '3': '240-316'}",,,3.0,"{'1': '243-314', '2': '29-148', '3': '343-624'}",,,3.0,"{'1': '383-426', '2': '507-550', '3': '242-316'}",6.0,"{'1': '372-413', '2': '414-454', '3': '455-495', '4': '496-537', '5': '538-578', '6': '246-309'}",,
Q9C9C5,1.0,{'1': '87-177'},1.0,{'1': '87-171'},1.0,{'1': '9-233'},2.0,"{'1': '126-233', '2': '3-61'}",,,,,,,,
Q9C9C6,1.0,{'1': '87-177'},1.0,{'1': '87-171'},1.0,{'1': '9-233'},2.0,"{'1': '126-233', '2': '3-61'}",,,,,,,,
Q9C9E1,,,,,1.0,{'1': '24-117'},1.0,{'1': '9-101'},,,,,,,,
Q9C9E3,,,,,1.0,{'1': '5-222'},2.0,"{'1': '102-133', '2': '186-210'}",,,1.0,{'1': '100-135'},1.0,{'1': '100-135'},,
Q9C9H1,1.0,{'1': '69-100'},,,1.0,{'1': '7-243'},,,,,2.0,"{'1': '75-95', '2': '73-100'}",,,,
Q9C9L2,,,,,1.0,{'1': '30-319'},1.0,{'1': '50-172'},,,1.0,{'1': '52-106'},,,,
Q9C9M7,1.0,{'1': '9-299'},,,1.0,{'1': '11-297'},1.0,{'1': '15-293'},,,3.0,"{'1': '13-293', '2': '131-143', '3': '19-43'}",1.0,{'1': '13-293'},,
Q9C9P3,1.0,{'1': '9-357'},1.0,{'1': '1-276'},1.0,{'1': '10-415'},2.0,"{'1': '11-210', '2': '297-414'}",,,,,,,,
Q9C9Q4,1.0,{'1': '549-646'},1.0,{'1': '547-651'},,,,,,,,,,,,
Q9C9U2,1.0,{'1': '6-297'},,,1.0,{'1': '9-295'},1.0,{'1': '12-291'},,,3.0,"{'1': '11-291', '2': '129-141', '3': '17-41'}",1.0,{'1': '11-291'},,
Q9C9U5,1.0,{'1': '738-1018'},,,1.0,{'1': '551-1005'},2.0,"{'1': '748-1000', '2': '179-383'}",5.0,"{'1': '822-835', '2': '861-879', '3': '908-918', '4': '927-949', '5': '971-993'}",4.0,"{'1': '748-1003', '2': '139-158', '3': '867-879', '4': '754-776'}",1.0,{'1': '748-1007'},,
Q9C9V9,,,,,1.0,{'1': '38-826'},2.0,"{'1': '213-418', '2': '57-180'}",,,,,,,,
Q9C9W9,4.0,"{'1': '292-507', '2': '520-609', '3': '63-163', '4': '199-263'}",2.0,"{'1': '285-486', '2': '487-614'}",,,2.0,"{'1': '62-163', '2': '524-571'}",,,1.0,{'1': '68-123'},1.0,{'1': '127-168'},1.0,{'1': '68-162'}
Q9C9X0,,,,,1.0,{'1': '53-602'},1.0,{'1': '56-606'},,,,,,,,
Q9C9X3,1.0,{'1': '2-315'},4.0,"{'1': '1-82', '2': '83-153', '3': '157-242', '4': '244-314'}",,,4.0,"{'1': '16-79', '2': '87-151', '3': '171-236', '4': '246-311'}",6.0,"{'1': '25-47', '2': '65-81', '3': '92-113', '4': '175-201', '5': '255-275', '6': '283-298'}",5.0,"{'1': '259-311', '2': '11-82', '3': '83-154', '4': '166-238', '5': '242-313'}",4.0,"{'1': '28-80', '2': '101-152', '3': '184-236', '4': '259-311'}",,
Q9CA59,1.0,{'1': '6-224'},,,1.0,{'1': '14-239'},1.0,{'1': '75-215'},,,,,,,,
Q9CA64,1.0,{'1': '20-79'},1.0,{'1': '15-89'},1.0,{'1': '1-91'},1.0,{'1': '18-91'},,,1.0,{'1': '6-61'},,,,
Q9CA67,1.0,{'1': '54-437'},1.0,{'1': '53-466'},1.0,{'1': '54-460'},1.0,{'1': '56-89'},,,,,,,3.0,"{'1': '57-454', '2': '56-454', '3': '58-360'}"
Q9CA75,,,1.0,{'1': '149-295'},1.0,{'1': '41-442'},1.0,{'1': '149-388'},,,,,,,,
Q9CA78,,,,,,,1.0,{'1': '578-668'},,,,,,,,
Q9CA83,2.0,"{'1': '362-645', '2': '84-361'}",1.0,{'1': '105-359'},,,2.0,"{'1': '171-351', '2': '362-615'}",7.0,"{'1': '177-201', '2': '237-266', '3': '273-295', '4': '333-351', '5': '358-374', '6': '389-405', '7': '492-508'}",1.0,{'1': '358-374'},2.0,"{'1': '171-352', '2': '362-615'}",,
Q9CAC4,,,,,1.0,{'1': '1-742'},1.0,{'1': '415-505'},,,1.0,{'1': '411-509'},,,,
Q9CAD5,1.0,{'1': '398-748'},,,1.0,{'1': '60-689'},1.0,{'1': '401-656'},,,2.0,"{'1': '400-656', '2': '406-429'}",1.0,{'1': '400-656'},,
Q9CAF6,2.0,"{'1': '124-580', '2': '596-941'}",3.0,"{'1': '465-553', '2': '125-580', '3': '593-929'}",1.0,{'1': '97-939'},7.0,"{'1': '125-566', '2': '600-646', '3': '650-700', '4': '707-751', '5': '754-800', '6': '825-870', '7': '883-928'}",,,1.0,{'1': '127-595'},1.0,{'1': '104-560'},,
Q9CAG1,1.0,{'1': '398-703'},,,1.0,{'1': '403-703'},1.0,{'1': '406-697'},,,2.0,"{'1': '406-697', '2': '526-538'}",1.0,{'1': '406-697'},,
Q9CAI5,1.0,{'1': '5-289'},,,1.0,{'1': '13-382'},1.0,{'1': '10-225'},,,3.0,"{'1': '9-277', '2': '124-136', '3': '15-38'}",1.0,{'1': '9-286'},,
Q9CAI7,1.0,{'1': '110-395'},2.0,"{'1': '30-249', '2': '250-414'}",,,2.0,"{'1': '267-375', '2': '66-228'}",,,4.0,"{'1': '188-196', '2': '253-414', '3': '72-242', '4': '41-69'}",2.0,"{'1': '294-375', '2': '60-257'}",,
Q9CAJ0,1.0,{'1': '182-502'},1.0,{'1': '176-511'},1.0,{'1': '148-501'},1.0,{'1': '194-494'},,,2.0,"{'1': '238-246', '2': '189-501'}",1.0,{'1': '179-499'},,
Q9CAJ9,1.0,{'1': '129-251'},1.0,{'1': '116-254'},1.0,{'1': '111-534'},1.0,{'1': '300-527'},,,1.0,{'1': '141-220'},,,,
Q9CAK8,1.0,{'1': '74-230'},1.0,{'1': '72-231'},1.0,{'1': '34-231'},1.0,{'1': '75-228'},,,1.0,{'1': '109-124'},,,1.0,{'1': '76-230'}
Q9CAL3,1.0,{'1': '310-620'},2.0,"{'1': '33-134', '2': '144-245'}",1.0,{'1': '84-625'},3.0,"{'1': '327-553', '2': '47-132', '3': '147-243'}",,,5.0,"{'1': '325-608', '2': '33-134', '3': '139-245', '4': '446-458', '5': '331-353'}",1.0,{'1': '325-608'},,
Q9CAM7,2.0,"{'1': '236-327', '2': '13-235'}",1.0,{'1': '11-172'},1.0,{'1': '16-318'},2.0,"{'1': '51-168', '2': '237-322'}",,,,,1.0,{'1': '47-182'},,
Q9CAQ8,2.0,"{'1': '270-360', '2': '39-257'}",1.0,{'1': '34-196'},1.0,{'1': '40-351'},2.0,"{'1': '75-196', '2': '270-355'}",,,,,1.0,{'1': '71-200'},,
Q9CAR7,1.0,{'1': '45-172'},1.0,{'1': '41-167'},1.0,{'1': '5-284'},1.0,{'1': '9-182'},,,,,1.0,{'1': '5-165'},,
Q9CAT3,,,2.0,"{'1': '2-153', '2': '192-417'}",1.0,{'1': '7-504'},1.0,{'1': '214-407'},,,,,,,,
Q9CAT7,,,1.0,{'1': '48-104'},1.0,{'1': '1-159'},1.0,{'1': '36-91'},,,1.0,{'1': '33-97'},1.0,{'1': '36-91'},,
Q9CAV0,,,,,,,1.0,{'1': '16-221'},,,1.0,{'1': '61-73'},1.0,{'1': '15-221'},,
Q9CAV7,,,,,1.0,{'1': '51-448'},1.0,{'1': '138-234'},,,,,,,,
Q9CAW4,1.0,{'1': '4-172'},,,1.0,{'1': '5-172'},1.0,{'1': '11-172'},,,,,,,,
Q9CAX6,,,1.0,{'1': '1-150'},1.0,{'1': '4-146'},1.0,{'1': '28-146'},,,1.0,{'1': '115-137'},,,,
Q9CAY3,,,,,,,2.0,"{'1': '285-392', '2': '12-199'}",,,,,1.0,{'1': '294-395'},,
Q9FDZ9,1.0,{'1': '3-99'},1.0,{'1': '1-98'},1.0,{'1': '1-163'},1.0,{'1': '1-101'},,,1.0,{'1': '37-62'},,,,
Q9FE06,,,,,1.0,{'1': '20-304'},1.0,{'1': '33-304'},,,,,,,,
Q9FE20,1.0,{'1': '72-358'},,,,,1.0,{'1': '89-297'},,,3.0,"{'1': '86-363', '2': '209-221', '3': '92-115'}",,,,
Q9FE22,1.0,{'1': '144-194'},1.0,{'1': '134-192'},1.0,{'1': '83-266'},1.0,{'1': '143-184'},,,1.0,{'1': '134-183'},1.0,{'1': '139-189'},,
Q9FE25,1.0,{'1': '7-104'},,,1.0,{'1': '5-140'},2.0,"{'1': '10-57', '2': '63-108'}",,,4.0,"{'1': '5-57', '2': '58-108', '3': '5-57', '4': '58-112'}",2.0,"{'1': '9-59', '2': '62-110'}",,
Q9FE59,1.0,{'1': '37-502'},1.0,{'1': '36-499'},,,,,,,,,,,1.0,{'1': '39-503'}
Q9FE63,1.0,{'1': '39-167'},,,1.0,{'1': '38-167'},1.0,{'1': '38-167'},13.0,"{'1': '40-49', '2': '58-67', '3': '77-97', '4': '101-115', '5': '137-150', '6': '150-167', '7': '38-51', '8': '64-77', '9': '89-103', '10': '108-117', '11': '121-136', '12': '141-154', '13': '154-167'}",,,1.0,{'1': '38-168'},,
Q9FE67,1.0,{'1': '32-90'},1.0,{'1': '31-90'},,,1.0,{'1': '32-81'},2.0,"{'1': '33-44', '2': '55-71'}",1.0,{'1': '32-89'},1.0,{'1': '32-95'},,
Q9FE83,1.0,{'1': '35-75'},1.0,{'1': '82-436'},,,4.0,"{'1': '132-155', '2': '157-178', '3': '45-73', '4': '274-432'}",,,,,7.0,"{'1': '132-157', '2': '158-182', '3': '262-286', '4': '312-339', '5': '340-364', '6': '365-390', '7': '391-415'}",,
Q9FEF8,1.0,{'1': '70-295'},1.0,{'1': '122-299'},,,1.0,{'1': '71-298'},7.0,"{'1': '89-108', '2': '117-136', '3': '144-165', '4': '169-186', '5': '194-223', '6': '224-253', '7': '276-297'}",,,1.0,{'1': '71-299'},,
Q9FEP7,1.0,{'1': '526-649'},1.0,{'1': '505-651'},1.0,{'1': '46-649'},2.0,"{'1': '526-644', '2': '93-474'}",,,2.0,"{'1': '525-648', '2': '122-143'}",,,1.0,{'1': '80-644'}
Q9FF34,1.0,{'1': '10-254'},1.0,{'1': '41-256'},,,1.0,{'1': '64-173'},,,,,,,,
Q9FF55,4.0,"{'1': '96-208', '2': '212-322', '3': '310-440', '4': '439-549'}",,,,,2.0,"{'1': '105-205', '2': '443-530'}",,,4.0,"{'1': '85-208', '2': '429-550', '3': '124-142', '4': '463-481'}",,,2.0,"{'1': '109-206', '2': '103-597'}"
Q9FF61,2.0,"{'1': '217-524', '2': '525-878'}",4.0,"{'1': '616-699', '2': '534-880', '3': '207-317', '4': '329-525'}",,,3.0,"{'1': '234-595', '2': '708-824', '3': '59-155'}",,,4.0,"{'1': '711-876', '2': '635-674', '3': '272-486', '4': '650-659'}",4.0,"{'1': '739-824', '2': '635-673', '3': '227-493', '4': '59-155'}",,
Q9FF75,,,,,1.0,{'1': '34-450'},1.0,{'1': '315-450'},,,1.0,{'1': '288-452'},,,,
Q9FF86,,,2.0,"{'1': '1-217', '2': '218-444'}",1.0,{'1': '4-448'},,,,,,,,,,
Q9FFA5,,,,,,,2.0,"{'1': '92-197', '2': '31-88'}",,,,,,,,
Q9FFA7,1.0,{'1': '9-362'},1.0,{'1': '10-363'},1.0,{'1': '6-367'},1.0,{'1': '163-308'},,,1.0,{'1': '234-274'},7.0,"{'1': '29-68', '2': '90-129', '3': '132-175', '4': '180-223', '5': '227-265', '6': '268-309', '7': '320-363'}",,
Q9FFC0,1.0,{'1': '35-145'},1.0,{'1': '20-145'},1.0,{'1': '19-144'},1.0,{'1': '45-121'},5.0,"{'1': '58-76', '2': '77-97', '3': '99-116', '4': '116-129', '5': '129-142'}",1.0,{'1': '113-135'},1.0,{'1': '48-144'},,
Q9FFD2,,,,,1.0,{'1': '4-346'},1.0,{'1': '6-346'},,,,,,,,
Q9FFF2,1.0,{'1': '2-229'},1.0,{'1': '1-230'},1.0,{'1': '2-252'},2.0,"{'1': '3-211', '2': '280-325'}",5.0,"{'1': '5-22', '2': '40-52', '3': '76-93', '4': '158-169', '5': '174-184'}",1.0,{'1': '2-228'},,,,
Q9FFH1,1.0,{'1': '11-74'},,,1.0,{'1': '6-1691'},5.0,"{'1': '18-74', '2': '696-764', '3': '515-570', '4': '1071-1144', '5': '899-940'}",,,3.0,"{'1': '15-75', '2': '696-765', '3': '514-573'}",2.0,"{'1': '17-79', '2': '514-573'}",,
Q9FFI2,,,2.0,"{'1': '106-174', '2': '1-105'}",1.0,{'1': '2-333'},3.0,"{'1': '208-330', '2': '9-102', '3': '116-172'}",,,,,,,,
Q9FFJ8,,,,,1.0,{'1': '155-438'},2.0,"{'1': '7-100', '2': '169-263'}",,,,,,,,
Q9FFK1,1.0,{'1': '45-299'},,,1.0,{'1': '45-329'},1.0,{'1': '281-332'},,,2.0,"{'1': '244-306', '2': '250-289'}",1.0,{'1': '239-306'},,
Q9FFK6,1.0,{'1': '54-249'},,,1.0,{'1': '10-807'},2.0,"{'1': '29-197', '2': '462-799'}",,,,,,,,
Q9FFR3,2.0,"{'1': '182-481', '2': '8-181'}",1.0,{'1': '186-447'},1.0,{'1': '6-484'},2.0,"{'1': '184-479', '2': '8-179'}",6.0,"{'1': '7-30', '2': '72-101', '3': '125-150', '4': '173-201', '5': '255-282', '6': '369-391'}",,,1.0,{'1': '184-480'},1.0,{'1': '9-480'}
Q9FFS4,,,,,1.0,{'1': '1-95'},1.0,{'1': '3-68'},,,,,,,,
Q9FFS8,,,1.0,{'1': '1-105'},1.0,{'1': '1-167'},1.0,{'1': '3-95'},,,,,,,,
Q9FFT4,3.0,"{'1': '238-386', '2': '46-225', '3': '408-602'}",,,1.0,{'1': '36-607'},3.0,"{'1': '454-578', '2': '243-361', '3': '46-151'}",,,,,,,,
Q9FFV2,1.0,{'1': '18-176'},,,1.0,{'1': '6-185'},1.0,{'1': '24-171'},,,,,,,,
Q9FFV8,1.0,{'1': '288-635'},1.0,{'1': '429-635'},,,1.0,{'1': '333-625'},,,,,,,,
Q9FFW5,1.0,{'1': '317-614'},,,1.0,{'1': '246-658'},1.0,{'1': '342-614'},2.0,"{'1': '19-42', '2': '53-71'}",3.0,"{'1': '339-617', '2': '459-471', '3': '345-367'}",1.0,{'1': '339-617'},,
Q9FFW8,1.0,{'1': '83-481'},2.0,"{'1': '83-293', '2': '132-474'}",1.0,{'1': '72-484'},1.0,{'1': '130-468'},,,,,,,1.0,{'1': '67-483'}
Q9FFY6,2.0,"{'1': '19-158', '2': '292-352'}",1.0,{'1': '11-162'},1.0,{'1': '9-356'},2.0,"{'1': '38-158', '2': '288-349'}",,,2.0,"{'1': '18-162', '2': '292-360'}",,,,
Q9FFZ1,1.0,{'1': '91-412'},1.0,{'1': '84-416'},1.0,{'1': '1-475'},1.0,{'1': '119-403'},,,,,,,,
Q9FG01,,,,,1.0,{'1': '2-494'},4.0,"{'1': '80-106', '2': '385-504', '3': '235-299', '4': '128-175'}",,,1.0,{'1': '409-440'},,,,
Q9FG37,,,1.0,{'1': '498-830'},1.0,{'1': '120-832'},2.0,"{'1': '499-831', '2': '190-493'}",,,,,,,,
Q9FG96,,,,,1.0,{'1': '57-416'},2.0,"{'1': '203-413', '2': '71-177'}",,,1.0,{'1': '166-420'},,,,
Q9FGF3,,,,,1.0,{'1': '9-388'},1.0,{'1': '60-152'},,,,,1.0,{'1': '59-153'},,
Q9FGH3,1.0,{'1': '6-317'},,,1.0,{'1': '8-310'},1.0,{'1': '9-246'},,,,,,,,
Q9FGH9,1.0,{'1': '78-616'},,,1.0,{'1': '59-618'},1.0,{'1': '266-614'},,,,,,,,
Q9FGJ3,1.0,{'1': '28-138'},1.0,{'1': '19-140'},1.0,{'1': '5-156'},1.0,{'1': '31-95'},,,1.0,{'1': '62-78'},,,,
Q9FGJ8,2.0,"{'1': '43-124', '2': '166-250'}",1.0,{'1': '36-123'},1.0,{'1': '22-249'},,,,,,,,,,
Q9FGL5,1.0,{'1': '643-933'},2.0,"{'1': '72-368', '2': '369-576'}",1.0,{'1': '215-935'},10.0,"{'1': '659-931', '2': '146-168', '3': '220-242', '4': '293-314', '5': '318-338', '6': '415-434', '7': '437-458', '8': '461-483', '9': '509-531', '10': '29-68'}",,,3.0,"{'1': '656-934', '2': '784-796', '3': '662-685'}",7.0,"{'1': '656-940', '2': '95-125', '3': '144-168', '4': '218-242', '5': '291-315', '6': '483-506', '7': '507-531'}",,
Q9FGM1,,,1.0,{'1': '2-185'},1.0,{'1': '29-173'},1.0,{'1': '32-174'},,,,,,,,
Q9FGP6,1.0,{'1': '2-108'},1.0,{'1': '2-114'},1.0,{'1': '9-129'},1.0,{'1': '36-99'},,,,,,,,
Q9FGP7,1.0,{'1': '4-126'},1.0,{'1': '22-132'},1.0,{'1': '26-147'},1.0,{'1': '42-117'},,,,,,,,
Q9FGP8,1.0,{'1': '40-169'},1.0,{'1': '40-147'},1.0,{'1': '44-159'},1.0,{'1': '64-121'},,,,,,,,
Q9FGQ6,2.0,"{'1': '203-259', '2': '5-130'}",1.0,{'1': '6-132'},1.0,{'1': '5-268'},2.0,"{'1': '16-107', '2': '218-256'}",,,2.0,"{'1': '13-115', '2': '193-263'}",,,,
Q9FGQ7,2.0,"{'1': '60-196', '2': '180-290'}",,,1.0,{'1': '68-296'},2.0,"{'1': '198-292', '2': '93-195'}",,,1.0,{'1': '96-127'},2.0,"{'1': '198-316', '2': '101-189'}",,
Q9FGR0,,,2.0,"{'1': '57-447', '2': '971-1349'}",1.0,{'1': '5-1424'},3.0,"{'1': '1083-1407', '2': '103-444', '3': '564-1003'}",,,,,,,,
Q9FGU1,1.0,{'1': '23-193'},,,1.0,{'1': '4-194'},1.0,{'1': '30-182'},,,,,,,,
Q9FH18,,,,,1.0,{'1': '18-509'},1.0,{'1': '349-436'},,,,,,,,
Q9FH37,1.0,{'1': '62-137'},1.0,{'1': '62-120'},1.0,{'1': '19-234'},1.0,{'1': '72-161'},,,1.0,{'1': '71-122'},1.0,{'1': '77-128'},,
Q9FH40,,,1.0,{'1': '39-192'},1.0,{'1': '34-264'},1.0,{'1': '65-144'},,,1.0,{'1': '38-182'},,,,
Q9FH51,,,,,1.0,{'1': '1-235'},,,,,,,,,,
Q9FHA3,2.0,"{'1': '342-846', '2': '842-1292'}",4.0,"{'1': '883-1106', '2': '559-873', '3': '1316-1507', '4': '1120-1307'}",,,4.0,"{'1': '499-751', '2': '817-1278', '3': '1317-1522', '4': '26-97'}",3.0,"{'1': '914-927', '2': '989-1001', '3': '1042-1050'}",1.0,{'1': '1044-1052'},1.0,{'1': '559-1056'},,
Q9FHB7,,,,,1.0,{'1': '1-426'},,,,,,,,,,
Q9FHD7,2.0,"{'1': '38-316', '2': '380-476'}",1.0,{'1': '381-487'},1.0,{'1': '1-485'},2.0,"{'1': '72-309', '2': '341-458'}",,,1.0,{'1': '59-325'},,,,
Q9FHG2,1.0,{'1': '2-131'},,,1.0,{'1': '1-133'},1.0,{'1': '16-122'},,,1.0,{'1': '18-38'},1.0,{'1': '15-122'},,
Q9FHH2,2.0,"{'1': '604-969', '2': '12-162'}",3.0,"{'1': '201-382', '2': '605-807', '3': '9-167'}",1.0,{'1': '1-943'},4.0,"{'1': '708-774', '2': '12-112', '3': '214-385', '4': '887-973'}",,,1.0,{'1': '8-167'},,,,
Q9FHK4,,,,,1.0,{'1': '1-565'},2.0,"{'1': '494-538', '2': '8-41'}",,,,,,,,
Q9FHM7,1.0,{'1': '48-171'},1.0,{'1': '46-169'},1.0,{'1': '8-288'},1.0,{'1': '12-184'},,,,,1.0,{'1': '11-167'},,
Q9FHN8,3.0,"{'1': '831-892', '2': '888-1242', '3': '377-494'}",4.0,"{'1': '497-604', '2': '392-492', '3': '875-1211', '4': '93-276'}",1.0,{'1': '619-1244'},4.0,"{'1': '168-272', '2': '894-1209', '3': '510-586', '4': '385-500'}",4.0,"{'1': '960-981', '2': '1079-1096', '3': '1110-1128', '4': '1159-1180'}",4.0,"{'1': '279-593', '2': '115-274', '3': '888-1209', '4': '1109-1120'}",3.0,"{'1': '115-274', '2': '886-1217', '3': '275-499'}",,
Q9FHP6,1.0,{'1': '2-161'},1.0,{'1': '4-164'},1.0,{'1': '3-166'},1.0,{'1': '6-92'},,,1.0,{'1': '1-104'},1.0,{'1': '7-102'},,
Q9FHQ9,,,1.0,{'1': '1-163'},1.0,{'1': '2-163'},1.0,{'1': '4-147'},,,,,,,,
Q9FHW2,,,,,1.0,{'1': '6-171'},1.0,{'1': '131-158'},,,1.0,{'1': '134-166'},,,,
Q9FHW7,2.0,"{'1': '5-65', '2': '94-169'}",1.0,{'1': '3-171'},1.0,{'1': '6-166'},2.0,"{'1': '122-169', '2': '6-64'}",,,,,1.0,{'1': '4-121'},,
Q9FI10,,,,,1.0,{'1': '15-180'},1.0,{'1': '16-168'},,,,,,,1.0,{'1': '20-179'}
Q9FI15,1.0,{'1': '7-147'},,,1.0,{'1': '1-231'},1.0,{'1': '9-84'},,,1.0,{'1': '4-89'},1.0,{'1': '7-85'},,
Q9FI44,1.0,{'1': '73-138'},1.0,{'1': '56-157'},,,1.0,{'1': '74-147'},,,,,,,,
Q9FI78,,,2.0,"{'1': '1-205', '2': '210-433'}",1.0,{'1': '8-431'},,,,,,,,,,
Q9FIC3,1.0,{'1': '1-81'},1.0,{'1': '1-93'},1.0,{'1': '2-84'},1.0,{'1': '11-77'},,,,,,,,
Q9FIE3,1.0,{'1': '318-406'},1.0,{'1': '310-409'},1.0,{'1': '32-620'},3.0,"{'1': '130-238', '2': '531-603', '3': '318-408'}",,,1.0,{'1': '314-412'},,,,
